transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,sender_country,receiver_country,login_country,registered_country,hour,day_of_week,is_weekend,is_night,amount_log,prev_txn_time,seconds_since_last_txn,days_since_last_txn,repeat_amount_count,unique_counterparties,prev_time,DORMANT_ACCOUNT_ACTIVATION,SUDDEN_DEPOSIT_WITHDRAWAL,SMURFING,RAPID_FUND_MOVEMENT,ROUND_NUMBER_TXN,NIGHT_TXN,CROSS_BORDER,GEO_ANOMALY,RECURRENT_PATTERN,KYC_MISMATCH,account_id,declared_income,DETECTED_PATTERNS,TXN_RISK_SCORE,ALERT_PRIORITY
TX002446,ACC0012,ACC0015,500.0,2025-10-15 09:23:32,CARD,0,USA,UK,USA,USA,9,2,0,0,6.2166061010848646,2025-10-05 15:19:32,842640.0,9.752777777777778,5,19,2025-10-05 15:19:32,0,0,0,0,0,0,1,0,1,0,ACC0012,1098490,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX004047,ACC0176,ACC0172,2000.0,2025-10-15 09:23:33,CARD,0,USA,UK,USA,USA,9,2,0,0,7.601402334583733,2025-10-03 05:15:34,1051679.0,12.172210648148148,3,18,2025-10-03 05:15:34,0,0,0,0,0,0,1,0,0,0,ACC0176,524943,['CROSS_BORDER'],0.25,LOW
TX007001,ACC0137,ACC0179,20000.0,2025-10-15 09:40:35,IMPS,1,USA,India,UK,USA,9,2,0,0,9.90353755128617,2025-10-13 20:41:33,133142.0,1.5409953703703703,1,16,2025-10-13 20:41:33,0,0,0,0,0,0,1,1,0,0,ACC0137,1449864,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX001789,ACC0089,ACC0241,2000.0,2025-10-15 10:53:31,UPI,0,UK,USA,UK,UK,10,2,0,0,7.601402334583733,2025-10-05 15:17:33,848158.0,9.816643518518518,4,16,2025-10-05 15:17:33,0,0,0,0,0,0,1,0,0,0,ACC0089,1072780,['CROSS_BORDER'],0.25,LOW
TX004310,ACC0041,ACC0299,2000.0,2025-10-15 12:06:33,IMPS,0,UK,UK,UK,UK,12,2,0,0,7.601402334583733,2025-10-02 00:14:34,1165919.0,13.494432870370371,2,11,2025-10-02 00:14:34,0,0,0,0,0,0,0,0,0,0,ACC0041,1421611,[],0.0,LOW
TX004784,ACC0175,ACC0274,5000.0,2025-10-15 12:07:33,IMPS,0,India,UK,India,India,12,2,0,0,8.517393171418904,2025-10-02 22:47:34,1084799.0,12.555543981481481,6,32,2025-10-02 22:47:34,0,0,0,0,0,0,1,0,1,0,ACC0175,847739,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX004892,ACC0177,ACC0022,50000.0,2025-10-15 12:46:33,UPI,1,India,India,India,India,12,2,0,0,10.819798284210286,2025-07-24 23:33:31,7132382.0,82.55071759259259,2,15,2025-07-24 23:33:31,0,0,0,0,1,0,0,0,0,0,ACC0177,1496105,['ROUND_NUMBER_TXN'],0.15,LOW
TX004893,ACC0022,ACC0064,50000.0,2025-10-15 12:47:33,UPI,1,India,India,India,India,12,2,0,0,10.819798284210286,2025-10-11 02:05:30,384123.0,4.445868055555556,12,55,2025-10-11 02:05:30,0,0,0,0,1,0,0,0,1,0,ACC0022,323467,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX004094,ACC0235,ACC0255,2000.0,2025-10-15 14:37:33,IMPS,0,USA,USA,USA,USA,14,2,0,0,7.601402334583733,2025-10-13 05:48:31,204542.0,2.3673842592592593,2,19,2025-10-13 05:48:31,0,0,0,0,0,0,0,0,0,0,ACC0235,627591,[],0.0,LOW
TX002159,ACC0282,ACC0276,2000.0,2025-10-15 15:31:31,IMPS,0,India,USA,India,India,15,2,0,0,7.601402334583733,2025-10-03 23:24:33,1008418.0,11.671504629629629,6,18,2025-10-03 23:24:33,0,0,0,0,0,0,1,0,1,0,ACC0282,1336943,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX006361,ACC0110,ACC0020,70000.0,2025-10-15 18:46:34,CARD,1,USA,UK,USA,USA,18,2,0,0,11.156264806643742,2025-09-17 20:02:32,2414642.0,27.94724537037037,3,27,2025-09-17 20:02:32,0,0,0,0,0,0,1,0,0,0,ACC0110,689815,['CROSS_BORDER'],0.25,LOW
TX001991,ACC0012,ACC0251,500.0,2025-10-15 21:41:31,CARD,0,USA,USA,USA,USA,21,2,0,0,6.2166061010848646,2025-10-15 09:23:32,44279.0,0.5124884259259259,5,19,2025-10-15 09:23:32,0,0,0,0,0,0,0,0,1,0,ACC0012,1098490,['RECURRENT_PATTERN'],0.2,LOW
TX000212,ACC0102,ACC0191,500.0,2025-10-15 22:59:30,UPI,0,USA,USA,USA,USA,22,2,0,0,6.2166061010848646,2025-10-08 03:50:34,673736.0,7.7978703703703705,3,13,2025-10-08 03:50:34,0,0,0,0,0,0,0,0,0,0,ACC0102,1245415,[],0.0,LOW
TX002603,ACC0166,ACC0008,25000.0,2025-10-15 23:22:32,CARD,0,USA,USA,USA,USA,23,2,0,1,10.12667110305036,2025-10-14 08:05:31,141421.0,1.6368171296296297,1,24,2025-10-14 08:05:31,0,0,0,0,1,1,0,0,0,0,ACC0166,1127377,"['ROUND_NUMBER_TXN', 'NIGHT_TXN']",0.3,MEDIUM
TX001606,ACC0189,ACC0232,12000.0,2025-10-16 01:00:31,CARD,0,India,UK,India,India,1,3,0,1,9.392745258631441,2025-10-07 17:53:31,716820.0,8.296527777777778,7,19,2025-10-07 17:53:31,0,0,0,0,0,1,1,0,1,0,ACC0189,1405961,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX006332,ACC0240,ACC0275,100000.0,2025-10-16 02:02:34,CARD,1,USA,USA,USA,USA,2,3,0,1,11.51293546492023,2025-10-11 05:55:34,418020.0,4.8381944444444445,1,18,2025-10-11 05:55:34,0,0,0,0,1,1,0,0,0,0,ACC0240,803204,"['ROUND_NUMBER_TXN', 'NIGHT_TXN']",0.3,MEDIUM
TX006861,ACC0020,ACC0173,20000.0,2025-10-16 04:26:35,UPI,1,UK,USA,India,UK,4,3,0,1,9.90353755128617,2025-09-13 14:53:32,2813583.0,32.564618055555556,2,20,2025-09-13 14:53:32,0,0,0,0,0,1,1,1,0,0,ACC0020,1330985,"['NIGHT_TXN', 'CROSS_BORDER', 'GEO_ANOMALY']",0.65,HIGH
TX000178,ACC0068,ACC0153,12000.0,2025-10-16 06:25:30,IMPS,0,India,India,India,India,6,3,0,0,9.392745258631441,2025-10-05 14:43:33,920517.0,10.654131944444444,3,24,2025-10-05 14:43:33,0,0,0,0,0,0,0,0,0,0,ACC0068,907789,[],0.0,LOW
TX006085,ACC0095,ACC0117,100000.0,2025-10-16 06:36:34,UPI,1,UK,USA,UK,UK,6,3,0,0,11.51293546492023,2025-10-15 05:45:34,89460.0,1.0354166666666667,1,28,2025-10-15 05:45:34,0,0,0,0,1,0,1,0,0,0,ACC0095,1182930,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX002077,ACC0038,ACC0096,2000.0,2025-10-16 08:01:31,IMPS,0,USA,India,USA,USA,8,3,0,0,7.601402334583733,2025-09-18 04:48:33,2430778.0,28.13400462962963,1,17,2025-09-18 04:48:33,0,0,0,0,0,0,1,0,0,0,ACC0038,753614,['CROSS_BORDER'],0.25,LOW
TX004543,ACC0100,ACC0027,500.0,2025-10-16 08:09:33,UPI,0,UK,India,UK,UK,8,3,0,0,6.2166061010848646,2025-10-09 18:49:33,566400.0,6.555555555555555,7,21,2025-10-09 18:49:33,0,0,0,0,0,0,1,0,1,0,ACC0100,1353636,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX002223,ACC0185,ACC0277,25000.0,2025-10-16 08:20:31,IMPS,0,UK,UK,UK,UK,8,3,0,0,10.12667110305036,2025-10-13 12:41:33,243538.0,2.818726851851852,5,31,2025-10-13 12:41:33,0,0,0,0,1,0,0,0,1,0,ACC0185,407792,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX004716,ACC0118,ACC0284,25000.0,2025-10-16 08:56:33,IMPS,0,USA,USA,USA,USA,8,3,0,0,10.12667110305036,2025-09-28 01:39:33,1581420.0,18.303472222222222,5,25,2025-09-28 01:39:33,0,0,0,0,1,0,0,0,1,0,ACC0118,705056,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX001914,ACC0215,ACC0243,12000.0,2025-10-16 10:25:31,IMPS,0,USA,USA,USA,USA,10,3,0,0,9.392745258631441,2025-10-02 18:21:31,1181040.0,13.669444444444444,3,22,2025-10-02 18:21:31,0,0,0,0,0,0,0,0,0,0,ACC0215,835069,[],0.0,LOW
TX003466,ACC0186,ACC0072,500.0,2025-10-16 13:24:32,UPI,0,India,USA,India,India,13,3,0,0,6.2166061010848646,2025-10-05 21:14:32,922200.0,10.67361111111111,3,19,2025-10-05 21:14:32,0,0,0,0,0,0,1,0,0,0,ACC0186,491069,['CROSS_BORDER'],0.25,LOW
TX006889,ACC0232,ACC0127,20000.0,2025-10-16 15:23:35,IMPS,1,UK,USA,India,UK,15,3,0,0,9.90353755128617,2025-10-05 00:47:35,1002960.0,11.608333333333333,2,26,2025-10-05 00:47:35,0,0,0,0,0,0,1,1,0,0,ACC0232,429857,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX003782,ACC0239,ACC0298,500.0,2025-10-16 15:42:33,UPI,0,UK,India,UK,UK,15,3,0,0,6.2166061010848646,2025-09-29 08:42:34,1493999.0,17.291655092592592,6,29,2025-09-29 08:42:34,0,0,0,0,0,0,1,0,1,0,ACC0239,773482,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX003868,ACC0267,ACC0066,25000.0,2025-10-16 18:38:33,IMPS,0,USA,USA,USA,USA,18,3,0,0,10.12667110305036,2025-10-13 03:15:33,314580.0,3.640972222222222,4,26,2025-10-13 03:15:33,0,0,0,0,1,0,0,0,0,0,ACC0267,655646,['ROUND_NUMBER_TXN'],0.15,LOW
TX002844,ACC0120,ACC0283,5000.0,2025-10-16 18:56:32,CARD,0,India,USA,India,India,18,3,0,0,8.517393171418904,2025-08-22 17:34:34,4756918.0,55.056921296296295,5,18,2025-08-22 17:34:34,0,0,0,0,0,0,1,0,1,0,ACC0120,827371,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX000127,ACC0138,ACC0092,500.0,2025-10-16 19:57:30,UPI,0,India,USA,India,India,19,3,0,0,6.2166061010848646,2025-08-10 05:04:32,5842378.0,67.62011574074074,7,19,2025-08-10 05:04:32,0,0,0,0,0,0,1,0,1,0,ACC0138,430532,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX002082,ACC0228,ACC0006,500.0,2025-10-16 20:22:31,IMPS,0,India,USA,India,India,20,3,0,0,6.2166061010848646,2025-09-21 03:02:34,2222397.0,25.7221875,8,31,2025-09-21 03:02:34,0,0,0,0,0,0,1,0,1,0,ACC0228,402755,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX002650,ACC0295,ACC0276,2000.0,2025-10-16 21:52:32,IMPS,0,UK,USA,UK,UK,21,3,0,0,7.601402334583733,2025-10-13 01:48:31,331441.0,3.836122685185185,7,24,2025-10-13 01:48:31,0,0,0,0,0,0,1,0,1,0,ACC0295,1144872,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX006501,ACC0178,ACC0248,70000.0,2025-10-16 22:50:34,CARD,1,USA,UK,USA,USA,22,3,0,0,11.156264806643742,2025-09-04 13:09:31,3663663.0,42.403506944444445,1,14,2025-09-04 13:09:31,0,0,0,0,0,0,1,0,0,0,ACC0178,291629,['CROSS_BORDER'],0.25,LOW
TX003478,ACC0299,ACC0217,500.0,2025-10-16 23:56:32,CARD,0,UK,USA,UK,UK,23,3,0,1,6.2166061010848646,2025-09-23 15:39:31,2017021.0,23.345150462962962,4,24,2025-09-23 15:39:31,0,0,0,0,0,1,1,0,0,0,ACC0299,1368082,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX007069,ACC0037,ACC0068,30000.0,2025-10-17 00:41:35,IMPS,1,USA,India,USA,USA,0,4,0,1,10.308985993422082,2025-10-12 20:46:32,359703.0,4.1632291666666665,10,47,2025-10-12 20:46:32,0,0,0,0,0,1,1,0,1,0,ACC0037,424470,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX004546,ACC0281,ACC0155,5000.0,2025-10-17 00:45:33,CARD,0,India,UK,India,India,0,4,0,1,8.517393171418904,2025-09-23 06:39:33,2052360.0,23.754166666666666,3,22,2025-09-23 06:39:33,0,0,0,0,0,1,1,0,0,0,ACC0281,1228853,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX002083,ACC0033,ACC0291,5000.0,2025-10-17 00:49:31,CARD,0,India,India,India,India,0,4,0,1,8.517393171418904,2025-09-14 13:56:35,2803976.0,32.45342592592593,3,29,2025-09-14 13:56:35,0,0,0,0,0,1,0,0,0,0,ACC0033,1424049,['NIGHT_TXN'],0.15,LOW
TX005576,ACC0131,ACC0036,49999.0,2025-10-17 02:48:34,CARD,1,India,India,India,India,2,4,0,1,10.819778284410283,2025-10-13 06:46:31,331323.0,3.8347569444444445,5,33,2025-10-13 06:46:31,0,0,1,0,0,1,0,0,1,0,ACC0131,278039,"['SMURFING', 'NIGHT_TXN', 'RECURRENT_PATTERN']",0.6,HIGH
TX001169,ACC0097,ACC0198,12000.0,2025-10-17 03:20:31,CARD,0,UK,UK,UK,UK,3,4,0,1,9.392745258631441,2025-10-07 18:28:32,809519.0,9.369432870370371,1,21,2025-10-07 18:28:32,0,0,0,0,0,1,0,0,0,0,ACC0097,765205,['NIGHT_TXN'],0.15,LOW
TX004179,ACC0244,ACC0158,12000.0,2025-10-17 03:39:33,UPI,0,India,USA,India,India,3,4,0,1,9.392745258631441,2025-09-26 02:37:32,1818121.0,21.04306712962963,9,25,2025-09-26 02:37:32,0,0,0,0,0,1,1,0,1,0,ACC0244,618289,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX003322,ACC0260,ACC0232,5000.0,2025-10-17 04:04:32,CARD,0,UK,UK,UK,UK,4,4,0,1,8.517393171418904,2025-09-18 23:38:31,2435161.0,28.184733796296296,3,14,2025-09-18 23:38:31,0,0,0,0,0,1,0,0,0,0,ACC0260,326365,['NIGHT_TXN'],0.15,LOW
TX004082,ACC0206,ACC0294,500.0,2025-10-17 04:36:33,IMPS,0,UK,UK,UK,UK,4,4,0,1,6.2166061010848646,2025-10-13 21:10:31,285962.0,3.3097453703703703,2,20,2025-10-13 21:10:31,0,0,0,0,0,1,0,0,0,0,ACC0206,1230121,['NIGHT_TXN'],0.15,LOW
TX000008,ACC0160,ACC0090,12000.0,2025-10-17 05:24:30,CARD,0,UK,USA,UK,UK,5,4,0,1,9.392745258631441,2025-09-22 03:28:33,2166957.0,25.080520833333335,5,23,2025-09-22 03:28:33,0,0,0,0,0,1,1,0,1,0,ACC0160,1075967,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX004223,ACC0284,ACC0104,2000.0,2025-10-17 05:39:33,CARD,0,USA,UK,USA,USA,5,4,0,1,7.601402334583733,2025-10-14 20:16:32,206581.0,2.3909837962962963,6,17,2025-10-14 20:16:32,0,0,0,0,0,1,1,0,1,0,ACC0284,1495694,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX003727,ACC0125,ACC0006,5000.0,2025-10-17 06:04:33,CARD,0,India,USA,India,India,6,4,0,0,8.517393171418904,2025-10-12 07:52:32,425521.0,4.925011574074074,6,37,2025-10-12 07:52:32,0,0,0,0,0,0,1,0,1,0,ACC0125,818891,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX002693,ACC0271,ACC0054,5000.0,2025-10-17 06:16:32,UPI,0,UK,India,UK,UK,6,4,0,0,8.517393171418904,2025-09-24 21:39:31,1931821.0,22.35903935185185,5,20,2025-09-24 21:39:31,0,0,0,0,0,0,1,0,1,0,ACC0271,1193040,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX003977,ACC0142,ACC0019,500.0,2025-10-17 07:16:33,CARD,0,India,UK,India,India,7,4,0,0,6.2166061010848646,2025-09-30 09:17:31,1461542.0,16.91599537037037,3,22,2025-09-30 09:17:31,0,0,0,0,0,0,1,0,0,0,ACC0142,1130217,['CROSS_BORDER'],0.25,LOW
TX002790,ACC0292,ACC0230,5000.0,2025-10-17 07:59:32,CARD,0,USA,USA,USA,USA,7,4,0,0,8.517393171418904,2025-09-29 08:02:31,1555021.0,17.99792824074074,7,32,2025-09-29 08:02:31,0,0,0,0,0,0,0,0,1,0,ACC0292,1035287,['RECURRENT_PATTERN'],0.2,LOW
TX000144,ACC0039,ACC0121,5000.0,2025-10-17 09:31:30,UPI,0,India,USA,India,India,9,4,0,0,8.517393171418904,2025-10-06 07:50:32,956458.0,11.070115740740741,5,26,2025-10-06 07:50:32,0,0,0,0,0,0,1,0,1,0,ACC0039,292456,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX006777,ACC0203,ACC0256,20000.0,2025-10-17 09:42:35,CARD,1,UK,USA,India,UK,9,4,0,0,9.90353755128617,2025-10-14 10:00:33,258122.0,2.9875231481481483,2,26,2025-10-14 10:00:33,0,0,0,0,0,0,1,1,0,0,ACC0203,980168,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX001609,ACC0146,ACC0165,12000.0,2025-10-17 10:02:31,UPI,0,India,India,India,India,10,4,0,0,9.392745258631441,2025-10-11 22:24:33,473878.0,5.484699074074074,2,15,2025-10-11 22:24:33,0,0,0,0,0,0,0,0,0,0,ACC0146,520107,[],0.0,LOW
TX004199,ACC0189,ACC0031,2000.0,2025-10-17 10:16:33,CARD,0,India,India,India,India,10,4,0,0,7.601402334583733,2025-10-16 01:00:31,119762.0,1.3861342592592591,4,19,2025-10-16 01:00:31,0,0,0,0,0,0,0,0,0,0,ACC0189,1405961,[],0.0,LOW
TX003554,ACC0216,ACC0140,12000.0,2025-10-17 10:29:32,CARD,0,USA,USA,USA,USA,10,4,0,0,9.392745258631441,2025-10-05 09:13:33,1041359.0,12.052766203703703,4,25,2025-10-05 09:13:33,0,0,0,0,0,0,0,0,0,0,ACC0216,1381992,[],0.0,LOW
TX004232,ACC0155,ACC0193,500.0,2025-10-17 12:34:33,UPI,0,UK,India,UK,UK,12,4,0,0,6.2166061010848646,2025-10-13 11:06:30,350883.0,4.061145833333334,3,22,2025-10-13 11:06:30,0,0,0,0,0,0,1,0,0,0,ACC0155,1274468,['CROSS_BORDER'],0.25,LOW
TX006279,ACC0114,ACC0162,100000.0,2025-10-17 13:37:34,UPI,1,India,India,India,India,13,4,0,0,11.51293546492023,2025-10-12 01:29:33,475681.0,5.50556712962963,2,18,2025-10-12 01:29:33,0,0,0,0,1,0,0,0,0,0,ACC0114,1223300,['ROUND_NUMBER_TXN'],0.15,LOW
TX006856,ACC0014,ACC0229,20000.0,2025-10-17 14:38:35,IMPS,1,USA,USA,UK,USA,14,4,0,0,9.90353755128617,2025-09-19 13:00:31,2425084.0,28.068101851851853,2,30,2025-09-19 13:00:31,0,0,0,0,0,0,0,1,0,0,ACC0014,1449668,['GEO_ANOMALY'],0.25,LOW
TX000131,ACC0090,ACC0121,25000.0,2025-10-17 15:27:30,IMPS,0,USA,USA,USA,USA,15,4,0,0,10.12667110305036,2025-09-20 03:09:31,2377079.0,27.512488425925927,4,15,2025-09-20 03:09:31,0,0,0,0,1,0,0,0,0,0,ACC0090,326312,['ROUND_NUMBER_TXN'],0.15,LOW
TX002621,ACC0173,ACC0216,5000.0,2025-10-17 16:18:32,CARD,0,USA,USA,USA,USA,16,4,0,0,8.517393171418904,2025-10-07 18:15:32,856980.0,9.91875,2,18,2025-10-07 18:15:32,0,0,0,0,0,0,0,0,0,0,ACC0173,496596,[],0.0,LOW
TX001706,ACC0093,ACC0044,2000.0,2025-10-17 20:31:31,UPI,0,USA,USA,USA,USA,20,4,0,0,7.601402334583733,2025-09-13 03:31:32,2998799.0,34.708321759259256,3,23,2025-09-13 03:31:32,0,0,0,0,0,0,0,0,0,0,ACC0093,1436878,[],0.0,LOW
TX000826,ACC0273,ACC0191,500.0,2025-10-17 21:44:31,IMPS,0,UK,USA,UK,UK,21,4,0,0,6.2166061010848646,2025-09-15 14:40:31,2790240.0,32.294444444444444,6,24,2025-09-15 14:40:31,0,0,0,0,0,0,1,0,1,0,ACC0273,1143271,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX001621,ACC0221,ACC0051,25000.0,2025-10-18 08:18:31,CARD,0,India,UK,India,India,8,5,1,0,10.12667110305036,2025-10-14 06:04:33,353638.0,4.093032407407407,6,24,2025-10-14 06:04:33,0,0,0,0,1,0,1,0,1,0,ACC0221,760928,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX003559,ACC0169,ACC0181,500.0,2025-10-18 11:54:32,UPI,0,UK,UK,UK,UK,11,5,1,0,6.2166061010848646,2025-09-15 18:44:33,2826599.0,32.715266203703706,4,24,2025-09-15 18:44:33,0,0,0,0,0,0,0,0,0,0,ACC0169,1197466,[],0.0,LOW
TX002371,ACC0048,ACC0135,5000.0,2025-10-18 12:00:32,CARD,0,USA,UK,USA,USA,12,5,1,0,8.517393171418904,2025-10-09 00:40:31,818401.0,9.472233796296296,2,14,2025-10-09 00:40:31,0,0,0,0,0,0,1,0,0,0,ACC0048,756723,['CROSS_BORDER'],0.25,LOW
TX004160,ACC0028,ACC0290,5000.0,2025-10-18 12:26:33,IMPS,0,India,UK,India,India,12,5,1,0,8.517393171418904,2025-10-13 02:07:33,469140.0,5.429861111111111,4,21,2025-10-13 02:07:33,0,0,0,0,0,0,1,0,0,0,ACC0028,1218463,['CROSS_BORDER'],0.25,LOW
TX006935,ACC0139,ACC0274,20000.0,2025-10-18 14:22:35,IMPS,1,USA,UK,India,USA,14,5,1,0,9.90353755128617,2025-09-27 09:58:31,1830244.0,21.18337962962963,3,34,2025-09-27 09:58:31,0,0,0,0,0,0,1,1,0,0,ACC0139,756516,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX005947,ACC0185,ACC0013,100000.0,2025-10-18 16:11:34,UPI,1,UK,USA,UK,UK,16,5,1,0,11.51293546492023,2025-10-16 08:20:31,201063.0,2.3271180555555557,4,31,2025-10-16 08:20:31,0,0,0,0,1,0,1,0,0,0,ACC0185,407792,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX005948,ACC0013,ACC0050,100000.0,2025-10-18 16:12:34,UPI,1,USA,USA,USA,USA,16,5,1,0,11.51293546492023,2025-10-11 20:59:31,587583.0,6.800729166666667,8,51,2025-10-11 20:59:31,0,0,0,0,1,0,0,0,1,0,ACC0013,298810,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX005949,ACC0050,ACC0122,100000.0,2025-10-18 16:13:34,CARD,1,USA,UK,USA,USA,16,5,1,0,11.51293546492023,2025-10-12 11:09:34,536640.0,6.211111111111111,9,50,2025-10-12 11:09:34,0,0,0,0,1,0,1,0,1,0,ACC0050,1329215,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX000207,ACC0291,ACC0234,2000.0,2025-10-18 17:00:30,UPI,0,India,UK,India,India,17,5,1,0,7.601402334583733,2025-09-30 05:28:34,1596716.0,18.48050925925926,5,18,2025-09-30 05:28:34,0,0,0,0,0,0,1,0,1,0,ACC0291,787984,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX002042,ACC0125,ACC0066,12000.0,2025-10-18 19:12:31,CARD,0,India,USA,India,India,19,5,1,0,9.392745258631441,2025-10-17 06:04:33,133678.0,1.547199074074074,2,37,2025-10-17 06:04:33,0,0,0,0,0,0,1,0,0,0,ACC0125,818891,['CROSS_BORDER'],0.25,LOW
TX002797,ACC0159,ACC0205,2000.0,2025-10-18 20:07:32,IMPS,0,UK,USA,UK,UK,20,5,1,0,7.601402334583733,2025-10-01 11:50:31,1498621.0,17.345150462962962,3,30,2025-10-01 11:50:31,0,0,0,0,0,0,1,0,0,0,ACC0159,288714,['CROSS_BORDER'],0.25,LOW
TX001838,ACC0156,ACC0170,5000.0,2025-10-19 00:52:31,IMPS,0,India,USA,India,India,0,6,1,1,8.517393171418904,2025-09-18 03:42:30,2668201.0,30.88195601851852,9,27,2025-09-18 03:42:30,0,0,0,0,0,1,1,0,1,0,ACC0156,846802,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX006628,ACC0184,ACC0272,70000.0,2025-10-19 00:54:34,CARD,1,UK,India,UK,UK,0,6,1,1,11.156264806643742,2025-10-13 02:11:35,513779.0,5.946516203703704,2,19,2025-10-13 02:11:35,0,0,0,0,0,1,1,0,0,0,ACC0184,1031424,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX003238,ACC0223,ACC0244,2000.0,2025-10-19 01:22:32,UPI,0,UK,India,UK,UK,1,6,1,1,7.601402334583733,2025-05-29 17:58:34,12295438.0,142.30831018518518,5,14,2025-05-29 17:58:34,0,0,0,0,0,1,1,0,1,0,ACC0223,534165,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX001208,ACC0083,ACC0214,2000.0,2025-10-19 01:47:31,UPI,0,UK,USA,UK,UK,1,6,1,1,7.601402334583733,2025-10-12 15:15:32,556319.0,6.438877314814815,6,28,2025-10-12 15:15:32,0,0,0,0,0,1,1,0,1,0,ACC0083,1323788,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX004297,ACC0250,ACC0072,25000.0,2025-10-19 06:31:33,IMPS,0,UK,USA,UK,UK,6,6,1,0,10.12667110305036,2025-10-13 04:15:33,526560.0,6.094444444444444,5,24,2025-10-13 04:15:33,0,0,0,0,1,0,1,0,1,0,ACC0250,494884,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX005314,ACC0070,ACC0201,50000.0,2025-10-19 09:01:33,IMPS,1,India,India,India,India,9,6,1,0,10.819798284210286,2025-10-02 09:05:32,1468561.0,16.997233796296296,5,19,2025-10-02 09:05:32,0,0,0,0,1,0,0,0,1,0,ACC0070,718590,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX005315,ACC0201,ACC0121,50000.0,2025-10-19 09:02:33,IMPS,1,India,USA,India,India,9,6,1,0,10.819798284210286,2025-10-02 23:29:31,1416782.0,16.397939814814816,5,19,2025-10-02 23:29:31,0,0,0,0,1,0,1,0,1,0,ACC0201,535516,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX002884,ACC0237,ACC0055,500.0,2025-10-19 09:44:32,UPI,0,USA,UK,USA,USA,9,6,1,0,6.2166061010848646,2025-10-06 19:40:33,1087439.0,12.586099537037038,6,20,2025-10-06 19:40:33,0,0,0,0,0,0,1,0,1,0,ACC0237,754407,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
